text	audience	factual	dependency	count	surfaces	sources	states
Your place is held · Room B	GUEST	yes	room inventory (brief §11 · live engine)	3	/journeys | /room?stay=sathorn&room=penthouse | /your-journey	journeys.html · assets/rooms.js label() | room.html | your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections | AUTHENTICATED PRIVATE STATE · SIGNED IN · the six-bedroom Pe
21 – 24 February 2027 · Sathorn Penthouse	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant); venue / property names (Operations Master Overview)	8	/cart | /invitation (after OPEN ANOTHER INVITATION) | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
Room B · You · 1 place available	GUEST/PUBLIC	yes	room inventory (brief §11 · live engine)	8	/cart | /invitation (after OPEN ANOTHER INVITATION) | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
Change room	GUEST	no		14	/journeys | /journeys?change=wedstay | /your-journey | /your-journey (the hosts) | /your-journey · the room chooser	assets/stay.js | journeys.html | journeys.html · assets/rooms.js label() | your-journey.html	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You ·  | AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai holds the | AUTHENTICATED PRIVATE STATE · SIGNED IN · curren
Remove this stay	GUEST	no		1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
SYL-TN25-WKS6	GUEST	no		4	/tickets | /tickets · the passes | /your-journey	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · the two seat ticke
[aria-label] Travel pass code SYL-TN25-WKS6	ACCESSIBILITY	no		4	/tickets | /tickets · the passes | /your-journey	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · the two seat ticke
Selected · in your journey	GUEST	no		10	/tickets | /transport?id=c86 | /your-journey | /your-journey · the flight	tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | transport.html · assets/travelpass.js | your-journey.html | your-journey.html flyHtml() · assets/travelpass.js card()	AUTHENTICATED PRIVATE STATE · FARE CHANGED · Economy Flexibl | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · IN YOUR JOURNEY ·  | AUTHENTICATED PRIVATE STATE · SIGNED IN · the two seat ticke
Download travel pass	GUEST	no		18	/tickets | /tickets · the passes | /transport?id=c86 | /your-journey | /your-journey · the flight	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | transport.html · assets/travelpass.js | your-journey.html | your-journey.html flyHtml() · assets/travelpass.js c	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · FARE CHANGED · Economy Flexibl | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · IN YOU
Remove	GUEST	no		60	/cart | /journeys | /journeys?change=wedstay | /your-journey | /your-journey (the hosts) | /your-journey · additions | /your-journey · the flight | /your-journey · the room chooser	assets/stay.js | cart.html | journeys.html | journeys.html · assets/rooms.js label() | your-journey.html | your-journey.html extraLine() | your-journey.html flyHtml() · assets/travelpass.js card()	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You ·  | AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · FARE CHANGED · Economy Flexibl | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SIGNED IN · Also i
[aria-label] Pre-Wedding Stay · Souphattra Heritage	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
25 – 27 February 2027 · Heritage Grand Premier	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	8	/cart | /invitation (after OPEN ANOTHER INVITATION) | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
Room A · You · 1 place available	GUEST/PUBLIC	yes	room inventory (brief §11 · live engine)	38	/cart | /invitation (after OPEN ANOTHER INVITATION) | /journeys | /review | /your-journey | /your-journey (the hosts)	assets/prep-shell.js leave("another") | cart.html | journeys.html · assets/rooms.js label() | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journe	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai
USD 340	GUEST/PUBLIC	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	10	/cart | /invitation (after OPEN ANOTHER INVITATION) | /journeys | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | journeys.html · assets/rooms.js label() | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journe	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
USD 170 per person / night · 2 nights · your cost	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	2	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
Change	GUEST	no		54	/cart | /journeys | /tickets | /your-journey | /your-journey (the hosts) | /your-journey · the room chooser	assets/stay.js | cart.html | journeys.html · assets/rooms.js label() | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | your-journey.html	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You ·  | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai holds the | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULA
[aria-label] Wedding Stay · Souphattra Heritage	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	3	/your-journey | /your-journey (the hosts) | /your-journey · the room chooser	assets/stay.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You ·  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai holds the
27 February – 01 March 2027 · Heritage Grand Premier	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
Second night · Hosted by Haruthai & Suthep	GUEST/PUBLIC	yes	payer status (brief §10 · §13)	7	/invitation (after OPEN ANOTHER INVITATION) | /review | /your-journey | /your-journey (the hosts) | /your-journey · the room chooser	assets/prep-shell.js leave("another") | assets/stay.js | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You ·  | AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai
USD 170	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	3	/journeys | /journeys?change=wedstay | /your-journey	journeys.html | journeys.html · assets/rooms.js label() | your-journey.html	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
SYL-MU9646-JMCW	GUEST	yes		4	/tickets | /tickets · the passes | /your-journey	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · the two seat ticke
[aria-label] Travel pass code SYL-MU9646-JMCW	ACCESSIBILITY	yes		4	/tickets | /tickets · the passes | /your-journey	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · the two seat ticke
Change to this fare	GUEST	no		2	/your-journey | /your-journey · the flight	your-journey.html | your-journey.html flyHtml() · assets/travelpass.js card()	AUTHENTICATED PRIVATE STATE · FARE CHANGED · Economy Flexibl | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
[aria-label] Wanxiang Yueju · Kunming	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
01 – 04 March 2027 · Italian Style Suite	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	8	/cart | /invitation (after OPEN ANOTHER INVITATION) | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
USD 150	GUEST/PUBLIC	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	11	/cart | /invitation (after OPEN ANOTHER INVITATION) | /journeys | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | journeys.html · assets/rooms.js label() | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journe	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
USD 50 per person / night · 3 nights · your cost	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
SYL-C86-X7SQ	GUEST	yes		5	/tickets | /tickets · the passes | /transport?id=c86 | /your-journey	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | transport.html · assets/travelpass.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · IN YOUR JOURNEY ·  | AUTHENTICATED PRIVATE STATE · SIGNED IN · the tw
[aria-label] Travel pass code SYL-C86-X7SQ	ACCESSIBILITY	yes		5	/tickets | /tickets · the passes | /transport?id=c86 | /your-journey	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | transport.html · assets/travelpass.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · IN YOUR JOURNEY ·  | AUTHENTICATED PRIVATE STATE · SIGNED IN · the tw
[aria-label] Luye Baisha · Lijiang	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
04 – 06 March 2027 · 270° Snow Mountain Viewing	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	8	/cart | /invitation (after OPEN ANOTHER INVITATION) | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
USD 100 per person / night · 2 nights · your cost	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
SYL-MU5924-VWPR	GUEST	yes		4	/tickets | /tickets · the passes | /your-journey	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · the two seat ticke
[aria-label] Travel pass code SYL-MU5924-VWPR	ACCESSIBILITY	yes		4	/tickets | /tickets · the passes | /your-journey	tickets.html | tickets.html · assets/seatpass.js card() · assets/travelpass.js card() | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED · every travel pass  | AUTHENTICATED PRIVATE STATE · SENT · every travel pass says  | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · the two seat ticke
[aria-label] Siam Kempinski Bangkok	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
06 – 08 March 2027 · Deluxe Balcony King	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	8	/cart | /invitation (after OPEN ANOTHER INVITATION) | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
USD 380	GUEST/PUBLIC	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	9	/cart | /invitation (after OPEN ANOTHER INVITATION) | /journeys | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | journeys.html · assets/rooms.js label() | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journe	AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
USD 190 per person / night · 2 nights · your cost	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
USD 2,155	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	2	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
Open My Bag	GUEST	no		2	/wedding | /your-journey	wedding.html | your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a | AUTHENTICATED PRIVATE STATE · SIGNED IN · attending everythi
(hidden) [aria-label] Complete the remaining journey.	ACCESSIBILITY	no		1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
SURFACE 169	GUEST	no		1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE JOURNEY a
Two ways to stay for the wedding.	GUEST	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
A hotel stay inside the wedding programme, with Guest Relations support during the Vientiane Wedding Stay. Every other stage of the journey becomes self-arranged: you organise and fund your own travel to and from Vientiane.	GUEST	yes		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Swipe to compare	GUEST	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Cost Saving · Hotel	GUEST	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Souphattra Heritage Vientiane · 27 February – 01 March 2027	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant); venue / property names (Operations Master Overview)	1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
USD 145	GUEST/PUBLIC	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	15	/cart | /invitation (after OPEN ANOTHER INVITATION) | /journeys | /journeys?change=wedstay | /review | /your-journey | /your-journey · Essential journey | /your-journey · the room chooser	assets/prep-shell.js leave("another") | assets/stay.js | cart.html | journeys.html | journeys.html · assets/rooms.js label() | review.html | review.html paintState() · assets/confirm.js | review.html 	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You ·  | AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN ·
per person · 2 nights	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Two nights: 27 → 28 February and 28 February → 01 March	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant)	2	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
First night: your room rate · second night: hosted by Haruthai & Suthep	GUEST	yes	payer status (brief §10 · §13)	1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Guest Relations support during the Vientiane Wedding Stay	GUEST	yes		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Cost Saving · Complimentary	GUEST	yes	payer status (brief §10 · §13)	1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Downtown Vientiane · 27 February – 01 March 2027	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant)	1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Complimentary	GUEST	yes	payer status (brief §10 · §13)	1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Wedding programme participation included as it stands	GUEST	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Arrival, departure and transfers arranged by you	GUEST	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
No individual Guest Relations travel or accommodation support	GUEST	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
6 places available	GUEST	no	room inventory (brief §11 · live engine)	1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
[aria-label] Previous option	ACCESSIBILITY	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
[aria-label] Next option	ACCESSIBILITY	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
Use this Essential option	GUEST	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
SURFACE 170	GUEST	no		1	/your-journey · Essential journey	your-journey.html fxOpen("cost") · csBuild()	AUTHENTICATED PRIVATE STATE · PRESET DRAWER OPEN · Essential
USES G-062 (page)	GUEST	no		2	/your-journey · the room chooser	assets/stay.js | assets/stay.js unitsHtml() · assets/rooms.js	AUTHENTICATED PRIVATE STATE · JOINED STEFFIE'S ROOM A · Room | AUTHENTICATED PRIVATE STATE · WEDDING STAY · The Heritage · 
SURFACE 171	GUEST	no		1	/your-journey · the room chooser	assets/stay.js unitsHtml() · assets/rooms.js	AUTHENTICATED PRIVATE STATE · WEDDING STAY · The Heritage · 
SURFACE 172	GUEST	no		1	/your-journey · the room chooser	assets/stay.js	AUTHENTICATED PRIVATE STATE · JOINED STEFFIE'S ROOM A · Room
error: full	GUEST	no		1	/api · a third guest asks for a full room	src/rooms.js	AUTHENTICATED PRIVATE STATE · REFUSED · 409
SURFACE 173	GUEST	no		1	/api · a third guest asks for a full room	src/rooms.js	AUTHENTICATED PRIVATE STATE · REFUSED · 409
27 February – 01 March 2027 · The Heritage	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	10	/cart | /invitation (after OPEN ANOTHER INVITATION) | /review | /your-journey | /your-journey · the room chooser	assets/prep-shell.js leave("another") | assets/stay.js | cart.html | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You ·  | AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
Room C · You · 1 place available	GUEST	yes	room inventory (brief §11 · live engine)	1	/your-journey · the room chooser	assets/stay.js	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You · 
USD 145 per person / night · 2 nights · your cost	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	2	/your-journey | /your-journey · the room chooser	assets/stay.js | your-journey.html	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You ·  | AUTHENTICATED PRIVATE STATE · SIGNED IN · lines present at 1
SURFACE 174	GUEST	no		1	/your-journey · the room chooser	assets/stay.js	AUTHENTICATED PRIVATE STATE · CHANGED ROOM · Room C · You · 
SYL-MU9646-Z78P	GUEST	yes		1	/your-journey · the flight	your-journey.html flyHtml() · assets/travelpass.js card()	AUTHENTICATED PRIVATE STATE · FARE CHANGED · Economy Flexibl
[aria-label] Travel pass code SYL-MU9646-Z78P	ACCESSIBILITY	yes		1	/your-journey · the flight	your-journey.html flyHtml() · assets/travelpass.js card()	AUTHENTICATED PRIVATE STATE · FARE CHANGED · Economy Flexibl
SURFACE 175	GUEST	no		1	/your-journey · the flight	your-journey.html flyHtml() · assets/travelpass.js card()	AUTHENTICATED PRIVATE STATE · FARE CHANGED · Economy Flexibl
One detail left to choose.	GUEST	no		1	/your-journey · a transport stage	your-journey.html transportCard()	AUTHENTICATED PRIVATE STATE · REMOVED · C86 open again · its
SURFACE 176	GUEST	no		1	/your-journey · a transport stage	your-journey.html transportCard()	AUTHENTICATED PRIVATE STATE · REMOVED · C86 open again · its
Every stage has an answer	GUEST	no		1	/your-journey · a transport stage	your-journey.html	AUTHENTICATED PRIVATE STATE · NOT JOINING THIS STAGE (arrang
The stages below you are arranging yourself. Review & Send shares the rest with Guest Relations.	GUEST	no		1	/your-journey · a transport stage	your-journey.html	AUTHENTICATED PRIVATE STATE · NOT JOINING THIS STAGE (arrang
